RECALL_NUMBER,StartDate,EndDate,Incident_NumItems,Incident_UniqueProducts,Incident_BrandsInvolved,BrandList,Incident_Pathogen,Incident_Severity,Incident_DurationDays
13477,2019-10-15 14:17:00,2019-10-15 14:17:00,11,9,2,"none / aucune, nortown",microbiological (pathogenic) e.coli o157:h7,Class I,0
13354,2019-10-15 14:06:00,2019-10-15 14:06:00,2,2,1,none - almarwa halal meat,microbiological (pathogenic) e.coli o157:h7,Class I,0
13475,2019-10-15 14:00:00,2019-10-15 14:00:00,3,3,1,doug's quality meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13292,2019-10-15 12:56:00,2019-10-15 12:56:00,3,3,1,unknown,microbiological (pathogenic) e.coli o157:h7,Class I,0
13322,2019-10-15 12:28:00,2019-10-15 12:28:00,1,1,1,"none/aucune -_x000d_
p.a.t oriental food market",microbiological (pathogenic) e.coli o157:h7,Class I,0
13351,2019-10-15 12:00:00,2019-10-15 12:00:00,10,10,1,the garden basket,microbiological (pathogenic) e.coli o157:h7,Class I,0
13294,2019-10-15 11:52:00,2019-10-15 11:52:00,2,2,2,"fast fresh fabulous, steakhouse select",microbiological (pathogenic) e.coli o157:h7,Class I,0
13564,2019-10-15 11:44:00,2019-10-15 11:44:00,1,1,1,none / aucune - sarajevo grill and meat,microbiological (pathogenic) e.coli o157:h7,Class I,0
13391,2019-10-12 15:43:00,2019-10-12 15:43:00,1,1,1,"president's choice/_x000d_
le choix du président",microbiological (other),Class I,0
13361,2019-10-12 14:30:00,2019-10-12 14:30:00,5,5,1,noor halal meat and grocery,microbiological (pathogenic) e.coli o157:h7,Class I,0
13452,2019-10-12 12:36:00,2019-10-12 12:36:00,1,1,1,none / aucune,microbiological (pathogenic) e.coli o157:h7,Class I,0
13454,2019-10-12 12:36:00,2019-10-12 12:36:00,1,1,1,none/aucune,microbiological (pathogenic) e.coli o157:h7,Class I,0
13453,2019-10-12 12:36:00,2019-10-12 12:36:00,3,3,1,jersey meat products,microbiological (pathogenic) e.coli o157:h7,Class I,0
13356,2019-10-12 12:36:00,2019-10-12 12:36:00,3,3,1,mehadrin 4412532 canada inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13358,2019-10-12 11:58:00,2019-10-12 11:58:00,1,1,1,oriental food center,microbiological (pathogenic) e.coli o157:h7,Class I,0
13284,2019-10-11 19:19:00,2019-10-11 19:19:00,1,1,1,"from our chefs / concocté par nos chefs_x000d_
concocté par nos",microbiological (pathogenic) e.coli o157:h7,Class I,0
13589,2019-10-11 19:11:00,2019-10-11 19:11:00,18,18,1,"aucun (metro, super c, richelieu, ami)",microbiological (pathogenic) e.coli o157:h7,Class I,0
13310,2019-10-11 18:35:00,2019-10-11 18:35:00,2,2,1,save on foods,microbiological (pathogenic) listeria,Class I,0
13562,2019-10-11 18:19:00,2019-10-11 18:19:00,4,3,1,none/aucun - elmwood meat market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13471,2019-10-11 18:03:00,2019-10-11 18:03:00,30,30,3,"foodland, iga extra, none / aucune",microbiological (pathogenic) e.coli o157:h7,Class I,0
13563,2019-10-11 18:00:00,2019-10-11 18:00:00,11,11,2,"macgregors meat & seafood ltd, macgregors meat & seafood ltd.",microbiological (pathogenic) e.coli o157:h7,Class I,0
13299,2019-10-11 17:55:00,2019-10-11 17:55:00,3,3,1,none / aucune – rowe farm meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13412,2019-10-11 17:31:00,2019-10-11 17:31:00,1,1,1,tara foods inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13298,2019-10-11 17:29:00,2019-10-11 17:29:00,1,1,1,none / aucune – karlovo inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13560,2019-10-11 16:56:00,2019-10-11 16:56:00,1,1,1,none / aucune - brandt meat packers,microbiological (pathogenic) e.coli o157:h7,Class I,0
13463,2019-10-11 16:49:00,2019-10-11 16:49:00,1,1,1,the central butcher,microbiological (pathogenic) e.coli o157:h7,Class I,0
13543,2019-10-11 16:46:00,2019-10-11 16:46:00,2,2,1,jtk farms,microbiological (pathogenic) e.coli o157:h7,Class I,0
13559,2019-10-11 16:23:00,2019-10-11 16:23:00,5,5,1,halal meat,microbiological (pathogenic) e.coli o157:h7,Class I,0
13558,2019-10-11 16:22:00,2019-10-11 16:22:00,3,3,1,fiesta farms,microbiological (pathogenic) e.coli o157:h7,Class I,0
13497,2019-10-11 16:15:00,2019-10-11 16:15:00,3,3,1,toscana meats distributors vaughan inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13460,2019-10-11 16:06:00,2019-10-11 16:06:00,2,1,1,none / aucune,microbiological (pathogenic) e.coli o157:h7,Class I,0
13413,2019-10-11 16:04:00,2019-10-11 16:04:00,1,1,1,our butcher shop,microbiological (pathogenic) e.coli o157:h7,Class I,0
13462,2019-10-11 16:02:00,2019-10-11 16:02:00,1,1,1,centennial,microbiological (pathogenic) e.coli o157:h7,Class I,0
13545,2019-10-11 16:00:00,2019-10-11 16:00:00,1,1,1,central fresh market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13332,2019-10-11 15:43:00,2019-10-11 15:43:00,1,1,1,none / aucune – cataldi fresh market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13464,2019-10-11 15:31:00,2019-10-11 15:31:00,1,1,1,taj mahal supermarket,microbiological (pathogenic) e.coli o157:h7,Class I,0
13496,2019-10-11 15:29:00,2019-10-11 15:29:00,2,2,1,none / aucune - highland farms ellesmere,microbiological (pathogenic) e.coli o157:h7,Class I,0
13551,2019-10-11 15:26:00,2019-10-11 15:26:00,1,1,1,cardinal raised free / élevé sans,microbiological (pathogenic) e.coli o157:h7,Class I,0
13499,2019-10-11 15:12:00,2019-10-11 15:12:00,4,4,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
13595,2019-10-11 15:05:00,2019-10-11 15:05:00,3,3,1,galleria supermarket,microbiological (pathogenic) e.coli o157:h7,Class I,0
13383,2019-10-11 15:01:00,2019-10-11 15:01:00,2,2,1,none / aucune - maltese grocery,microbiological (pathogenic) e.coli o157:h7,Class I,0
13467,2019-10-11 14:50:00,2019-10-11 14:50:00,1,1,1,arz fine foods,microbiological (pathogenic) e.coli o157:h7,Class I,0
13591,2019-10-11 14:50:00,2019-10-11 14:50:00,1,1,1,summit food service,microbiological (pathogenic) e.coli o157:h7,Class I,0
13459,2019-10-11 14:45:00,2019-10-11 14:45:00,4,4,1,woori meat shop,microbiological (pathogenic) e.coli o157:h7,Class I,0
13421,2019-10-11 14:42:00,2019-10-11 14:42:00,4,4,1,milliken meats products ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13244,2019-10-11 14:21:00,2019-10-11 14:21:00,2,2,1,butcher's pride,microbiological (pathogenic) listeria,Class I,0
13466,2019-10-11 14:14:00,2019-10-11 14:14:00,1,1,1,wellington country marketplace,microbiological (pathogenic) e.coli o157:h7,Class I,0
13416,2019-10-11 14:05:00,2019-10-11 14:05:00,3,3,1,starsky,microbiological (pathogenic) e.coli o157:h7,Class I,0
13500,2019-10-11 14:03:00,2019-10-11 14:03:00,24,24,3,"west grey premium, west grey premium beef, west grey premium beef / « 0x0 ribeye »",microbiological (pathogenic) e.coli o157:h7,Class I,0
13331,2019-10-11 12:56:00,2019-10-11 12:56:00,2,2,2,"fast fresh fabulous, steakhouse select",microbiological (pathogenic) e.coli o157:h7,Class I,0
13300,2019-10-11 11:56:00,2019-10-11 11:56:00,6,6,1,none / aucune – matar meat shop,microbiological (pathogenic) e.coli o157:h7,Class I,0
13465,2019-10-11 11:34:00,2019-10-11 11:34:00,1,1,1,dj meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13304,2019-10-11 11:09:00,2019-10-11 11:09:00,2,2,1,bib's meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13305,2019-10-11 11:09:00,2019-10-11 11:09:00,1,1,1,none / aucune - palmateer abattoir,microbiological (pathogenic) e.coli o157:h7,Class I,0
13306,2019-10-11 11:09:00,2019-10-11 11:09:00,5,5,1,your independent grocer,microbiological (pathogenic) e.coli o157:h7,Class I,0
13458,2019-10-11 11:06:00,2019-10-11 11:06:00,4,4,1,nardini specialties,microbiological (pathogenic) e.coli o157:h7,Class I,0
13507,2019-10-11 09:55:00,2019-10-11 09:55:00,4,4,1,none / aucune – ivan's european deli and specialty meat shop,microbiological (pathogenic) e.coli o157:h7,Class I,0
13550,2019-10-10 17:16:00,2019-10-10 17:16:00,2,2,1,superking superstore,microbiological (pathogenic) e.coli o157:h7,Class I,0
13301,2019-10-10 17:09:00,2019-10-10 17:09:00,3,3,2,"none / aucune - food village, none / aucune – food village",microbiological (pathogenic) e.coli o157:h7,Class I,0
13447,2019-10-10 16:59:00,2019-10-10 16:59:00,2,2,1,adonis,microbiological (pathogenic) e.coli o157:h7,Class I,0
13318,2019-10-10 16:50:00,2019-10-10 16:50:00,1,1,1,highland packers,microbiological (pathogenic) e.coli o157:h7,Class I,0
13548,2019-10-10 16:49:00,2019-10-10 16:49:00,4,4,1,unknown,microbiological (pathogenic) e.coli o157:h7,Class I,0
13445,2019-10-10 16:44:00,2019-10-10 16:44:00,1,1,1,nesbitt's,microbiological (pathogenic) e.coli o157:h7,Class I,0
13283,2019-10-10 16:37:00,2019-10-10 16:37:00,1,1,1,schneiders,microbiological (pathogenic) e.coli o157:h7,Class I,0
13594,2019-10-10 16:37:00,2019-10-10 16:37:00,3,3,1,"galleria supermarket, york mills",microbiological (pathogenic) e.coli o157:h7,Class I,0
13632,2019-10-10 16:26:00,2019-10-10 16:26:00,2,2,1,samir supermarket & restaurant inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13456,2019-10-10 16:26:00,2019-10-10 16:26:00,1,1,1,none / aucune - your independent grocer,microbiological (pathogenic) e.coli o157:h7,Class I,0
13455,2019-10-10 16:26:00,2019-10-10 16:26:00,9,9,2,"none / aucune – al jazeera food and meat market, none /aucune - al jazeera food and meat market",microbiological (pathogenic) e.coli o157:h7,Class I,0
13633,2019-10-10 16:03:00,2019-10-10 16:03:00,1,1,1,none – vaughan rd. food market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13285,2019-10-10 16:01:00,2019-10-10 16:01:00,2,2,1,"none/aucune_x000d_
coneybeare's butcher shop",microbiological (pathogenic) e.coli o157:h7,Class I,0
13323,2019-10-10 15:56:00,2019-10-10 15:56:00,1,1,1,"none/aucune - _x000d_
west guilford shopping centre",microbiological (pathogenic) e.coli o157:h7,Class I,0
13444,2019-10-10 15:29:00,2019-10-10 15:29:00,2,2,1,none / aucune - top food supermarket,microbiological (pathogenic) e.coli o157:h7,Class I,0
13443,2019-10-10 15:17:00,2019-10-10 15:17:00,1,1,1,none/aucun - elmwood meat market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13473,2019-10-10 15:07:00,2019-10-10 15:07:00,3,3,1,la mantia's country market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13282,2019-10-10 14:51:00,2019-10-10 14:51:00,1,1,1,steakhouse select / grilladerie select,microbiological (pathogenic) e.coli o157:h7,Class I,0
13518,2019-10-10 14:21:00,2019-10-10 14:21:00,2,2,1,herrington's quality butchers,microbiological (pathogenic) e.coli o157:h7,Class I,0
13542,2019-10-10 14:11:00,2019-10-10 14:11:00,6,5,1,metzger meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13441,2019-10-10 14:03:00,2019-10-10 14:03:00,3,3,1,none / aucun - pat thornhill market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13440,2019-10-10 13:22:00,2019-10-10 13:22:00,2,2,1,juan meat market ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13439,2019-10-10 13:18:00,2019-10-10 13:18:00,1,1,1,witteveen meats ltd. butcher shop,microbiological (pathogenic) e.coli o157:h7,Class I,0
13315,2019-10-10 12:55:00,2019-10-10 12:55:00,3,3,1,florence meat supplies ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13793,2019-10-10 11:57:00,2019-10-10 11:57:00,2,2,1,scale meats ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13426,2019-10-10 11:51:00,2019-10-10 11:51:00,10,10,1,gordon choice / gordon choix,microbiological (pathogenic) listeria,Class II,0
13472,2019-10-10 11:46:00,2019-10-10 11:46:00,2,2,2,"none / aucun, none/ aucune",microbiological (pathogenic) e.coli o157:h7,Class I,0
13474,2019-10-10 11:40:00,2019-10-10 11:40:00,1,1,1,none / aucune – hoffman's meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13516,2019-10-10 10:45:00,2019-10-10 10:45:00,2,2,1,kawartha meats inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13280,2019-10-10 08:39:00,2019-10-10 08:39:00,3,3,2,"denninger' foods of the world, denninger's foods of the world",microbiological (pathogenic) e.coli o157:h7,Class I,0
13801,2019-10-09 18:37:00,2019-10-09 18:37:00,2,1,1,amir quality meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13574,2019-10-09 18:09:00,2019-10-09 18:09:00,4,1,1,hellofresh,microbiological (pathogenic) e.coli o157:h7,Class I,0
13428,2019-10-09 17:50:00,2019-10-09 17:50:00,6,4,1,vanessa meats and deli inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13278,2019-10-09 17:23:00,2019-10-09 17:23:00,7,7,1,sheridan specialties,microbiological (pathogenic) e.coli o157:h7,Class I,0
13279,2019-10-09 17:05:00,2019-10-09 17:05:00,19,11,1,belmont meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
13583,2019-10-09 17:04:00,2019-10-09 17:04:00,6,6,1,venerica meats inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13585,2019-10-09 17:04:00,2019-10-09 17:04:00,5,5,1,none / aucune – pat central market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13584,2019-10-09 17:04:00,2019-10-09 17:04:00,2,2,1,none / aucune - tavora,microbiological (pathogenic) e.coli o157:h7,Class I,0
13586,2019-10-09 17:04:00,2019-10-09 17:04:00,1,1,1,none / aucune – uppercut meat market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13529,2019-10-09 16:52:00,2019-10-09 16:52:00,2,2,1,deli-icious fresh goods,microbiological (pathogenic) listeria,Class I,0
13429,2019-10-09 16:45:00,2019-10-09 16:45:00,2,2,1,nations,microbiological (pathogenic) e.coli o157:h7,Class I,0
13540,2019-10-09 16:40:00,2019-10-09 16:40:00,1,1,1,d&a fine meats ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13380,2019-10-09 16:30:00,2019-10-09 16:30:00,8,8,2,"farmway foods, woodward meat purveyors",microbiological (pathogenic) e.coli o157:h7,Class I,0
13382,2019-10-09 16:30:00,2019-10-09 16:30:00,1,1,1,alzahraa halal meat,microbiological (pathogenic) e.coli o157:h7,Class I,0
13290,2019-10-09 16:25:00,2019-10-09 16:25:00,2,2,1,i butcher inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13377,2019-10-09 16:15:00,2019-10-09 16:15:00,8,8,1,mt brydges abattoir,microbiological (pathogenic) e.coli o157:h7,Class I,0
13320,2019-10-09 16:10:00,2019-10-09 16:10:00,1,1,1,halal meat market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13317,2019-10-09 16:10:00,2019-10-09 16:10:00,6,6,1,springer's meats inc. retail store,microbiological (pathogenic) e.coli o157:h7,Class I,0
13321,2019-10-09 16:10:00,2019-10-09 16:10:00,2,2,1,none / aucune,microbiological (pathogenic) e.coli o157:h7,Class I,0
13371,2019-10-09 16:00:00,2019-10-09 16:00:00,1,1,1,adonis,microbiological (pathogenic) e.coli o157:h7,Class I,0
13372,2019-10-09 16:00:00,2019-10-09 16:00:00,1,1,1,commisso meat,microbiological (pathogenic) e.coli o157:h7,Class I,0
13374,2019-10-09 15:45:00,2019-10-09 15:45:00,1,1,1,the meat house,microbiological (pathogenic) e.coli o157:h7,Class I,0
13570,2019-10-09 15:04:00,2019-10-09 15:04:00,111,110,1,"aucun (metro, super c, richelieu, ami)",microbiological (pathogenic) e.coli o157:h7,Class I,0
13538,2019-10-09 13:49:00,2019-10-09 13:49:00,3,3,1,buckingham meat market,microbiological (pathogenic) e.coli o157:h7,Class I,0
13802,2019-10-09 03:45:00,2019-10-09 03:45:00,65,51,1,fortinos,microbiological (pathogenic) e.coli o157:h7,Class I,0
13534,2019-10-08 16:41:00,2019-10-08 16:41:00,1,1,1,the kitchen- prepared for longo's / the kitchen -prepare pour longo's,microbiological (pathogenic) listeria,Class I,0
13268,2019-10-08 10:15:00,2019-10-08 10:15:00,2,1,1,katilo,microbiological (quality) generic e.coli,Class II,0
13533,2019-10-07 17:15:00,2019-10-07 17:15:00,25,25,5,"prepared by centennial foods, prepared by centennial foods /  preparé par  centennial foods, prepared by centennial foods / preparé par  centennial foods, prepared by centennial foods /preparé par  centennial foods, top grass cattle company",microbiological (pathogenic) e.coli o157:h7,Class I,0
13281,2019-10-05 17:05:00,2019-10-05 17:05:00,4,4,2,"metro ontario inc., the beef boutique ltd.",microbiological (pathogenic) e.coli o157:h7,Class I,0
13267,2019-10-05 11:29:00,2019-10-05 11:29:00,16,7,3,"chicago gyros, fine halal foods, viandes mustafa",microbiological (pathogenic) e.coli o157:h7,Class I,0
13273,2019-10-04 18:15:00,2019-10-04 18:15:00,1,1,1,poco's hometown grocer,microbiological (pathogenic) listeria,Class I,0
13616,2019-10-04 18:04:00,2019-10-04 18:04:00,41,28,3,"prepared for food basics / prepare  pour  food basics, prepared for metro brands / prepare  pour  metro, repared for food basics / prepare  pour  food basics",microbiological (pathogenic) e.coli o157:h7,Class I,0
13503,2019-10-04 17:34:00,2019-10-04 17:34:00,2,2,1,urban fare,microbiological (pathogenic) listeria,Class I,0
13275,2019-10-04 16:49:00,2019-10-04 16:49:00,3,3,1,keybrand,microbiological (pathogenic) listeria,Class II,0
13620,2019-10-04 15:50:00,2019-10-04 15:50:00,7,7,1,globe meats fresh market and grill,microbiological (pathogenic) e.coli o157:h7,Class I,0
13625,2019-10-04 15:36:00,2019-10-04 15:36:00,2,2,2,"m&m, wong wing",microbiological (pathogenic) listeria,Class II,0
13263,2019-10-04 15:36:00,2019-10-04 15:36:00,108,88,1,ryding-regency meat packers ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13274,2019-10-04 15:00:00,2019-10-04 15:00:00,1,1,1,la sandwicherie,microbiological (pathogenic) listeria,Class I,0
13539,2019-10-04 13:57:00,2019-10-04 13:57:00,25,19,2,"salaison alpha ltée / alpha meat packers ltd, salaison alpha ltée / alpha meat packers ltd.",microbiological (pathogenic) e.coli o157:h7,Class I,0
13264,2019-10-04 11:00:00,2019-10-04 11:00:00,3,3,1,prospector frozen foods,microbiological (pathogenic) listeria,Class II,0
13251,2019-10-03 21:04:00,2019-10-03 21:04:00,114,91,2,"ryding-regency meat packers ltd, ryding-regency meat packers ltd.",microbiological (pathogenic) e.coli o157:h7,Class I,0
13502,2019-10-03 20:20:00,2019-10-03 20:20:00,2,2,1,urban fare,microbiological (pathogenic) listeria,Class I,0
13646,2019-10-03 19:25:00,2019-10-03 19:25:00,1,1,1,wile's lake farm market,microbiological (pathogenic) listeria,Class I,0
13272,2019-10-03 19:20:00,2019-10-03 19:20:00,2,2,1,none (red table foods) / aucune (red table foods),microbiological (pathogenic) listeria,Class I,0
13260,2019-10-03 19:07:00,2019-10-03 19:07:00,82,80,2,"none/aucune_x000d_
(metro ontario inc., none/aucune_x000d_
(metro ontario inc.)",microbiological (pathogenic) e.coli o157:h7,Class I,0
13654,2019-10-03 17:31:00,2019-10-03 17:31:00,2,2,1,farm boy,microbiological (pathogenic) listeria,Class I,0
13262,2019-10-03 17:00:00,2019-10-03 17:00:00,4,3,4,"eating new creations, express, get the good stuff, none/aucun",microbiological (pathogenic) listeria,Class I,0
13376,2019-10-03 15:32:00,2019-10-03 15:32:00,1,1,1,mr. snack,microbiological (pathogenic) listeria,Class I,0
13261,2019-10-03 13:51:00,2019-10-03 13:51:00,3,3,2,"entree plus foods, entrée plus foods",microbiological (pathogenic) listeria,Class II,0
13250,2019-10-02 19:26:00,2019-10-02 19:26:00,2,1,1,l'etoile acadienne star,microbiological (pathogenic) listeria,Class I,0
13634,2019-10-02 17:00:00,2019-10-02 17:00:00,2,2,1,longo's,microbiological (pathogenic) listeria,Class I,0
13259,2019-10-02 16:33:00,2019-10-02 16:33:00,12,12,1,none,microbiological (pathogenic) listeria,Class I,0
13253,2019-10-02 16:21:00,2019-10-02 16:21:00,19,11,5,"iga, none/_x000d_
aucune, safeway, sobeys, store brand",microbiological (pathogenic) listeria,Class I,0
13256,2019-10-01 19:02:00,2019-10-01 19:02:00,15,8,1,deli chef,microbiological (pathogenic) listeria,Class I,0
13249,2019-10-01 17:02:00,2019-10-01 17:02:00,6,6,1,gordon choice,microbiological (pathogenic) listeria,Class II,0
13248,2019-10-01 13:44:00,2019-10-01 13:44:00,3,3,1,quality fast foods,microbiological (pathogenic) listeria,Class I,0
13289,2019-10-01 09:34:00,2019-10-01 09:34:00,7,6,3,"a bis gourmet, onroute, timothy's",microbiological (pathogenic) listeria,Class I,0
13246,2019-09-30 16:15:00,2019-09-30 16:15:00,17,16,1,glacial treasure,microbiological (pathogenic) listeria,Class II,0
13293,2019-09-30 11:45:00,2019-09-30 11:45:00,23,23,3,"reuven international, ltd., sysco, tip top poultry, inc.",microbiological (pathogenic) listeria,Class II,0
13257,2019-09-30 11:45:00,2019-09-30 11:45:00,7,7,1,flamingo,microbiological (pathogenic) listeria,Class II,0
13370,2019-09-30 11:45:00,2019-09-30 11:45:00,19,19,4,"alimplus inc., centennial food service, rosemount sales & marketing, tip top poultry inc.",microbiological (pathogenic) listeria,Class II,0
13247,2019-09-28 22:18:00,2019-09-28 22:18:00,141,126,1,ryding-regency meat packers ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13255,2019-09-27 21:11:00,2019-09-27 21:11:00,6,6,3,"reuven international, ltd., sysco, tip top poultry, inc.",microbiological (pathogenic) listeria,Class II,0
13258,2019-09-27 21:11:00,2019-09-27 21:11:00,1,1,1,alimplus inc.,microbiological (pathogenic) listeria,Class II,0
13240,2019-09-27 18:00:00,2019-09-27 18:00:00,4,4,1,metro,microbiological (pathogenic) listeria,Class I,0
13235,2019-09-26 17:20:00,2019-09-26 17:20:00,1,1,1,brandt,microbiological (pathogenic) listeria,Class I,0
13236,2019-09-26 15:15:00,2019-09-26 15:15:00,6,5,1,glacial treasure,microbiological (pathogenic) listeria,Class II,0
13238,2019-09-26 11:55:00,2019-09-26 11:55:00,1,1,1,globe meats fresh market & grill,microbiological (pathogenic) e.coli o157:h7,Class I,0
13230,2019-09-25 13:45:00,2019-09-25 13:45:00,5,4,1,ryding regency meat packers ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13228,2019-09-24 16:25:00,2019-09-24 16:25:00,1,1,1,ryding regency meat packers ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13226,2019-09-24 16:03:00,2019-09-24 16:03:00,2,2,1,randsland,microbiological (pathogenic) listeria,Class I,0
13222,2019-09-21 19:10:00,2019-09-21 19:10:00,11,7,1,salaison alpha ltée / alpha meat packers ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13221,2019-09-20 22:20:00,2019-09-20 22:20:00,6,5,1,salaison alpha ltée / alpha meat packers ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
13227,2019-09-20 12:30:00,2019-09-20 12:30:00,1,1,1,parador plus,"microbiological (quality) molds, microbiological (quality) yeasts",Class III,0
13215,2019-09-18 16:33:00,2019-09-18 16:33:00,1,1,1,gatorade frost,microbiological (quality) molds,Class III,0
13212,2019-09-12 15:20:00,2019-09-12 15:20:00,27,23,4,"le petit charcutier / the deli-shop, les spécialités prodal (1975) ltee, paysan, premiere moisson",microbiological (pathogenic) listeria,Class I,0
13184,2019-09-10 15:20:00,2019-09-10 15:20:00,1,1,1,tostitos,microbiological (other),Class III,0
13189,2019-09-04 16:20:00,2019-09-04 16:20:00,1,1,1,microbrasserie charlevoix,microbiological (quality) yeasts,Class III,0
13190,2019-08-30 15:45:00,2019-08-30 15:45:00,6,6,1,le petit charcutier / the deli-shop,microbiological (pathogenic) listeria,Class I,0
13186,2019-08-30 15:30:00,2019-08-30 15:30:00,1,1,1,captain's choice,microbiological (quality) generic e.coli,Class II,0
13174,2019-08-23 13:10:00,2019-08-23 13:10:00,1,1,1,rosemount,microbiological (pathogenic) listeria,Class II,0
13169,2019-08-21 18:19:00,2019-08-21 18:19:00,3,3,3,"reuven international ltd, reuven international ltd., sysco",microbiological (pathogenic) listeria,Class II,0
13164,2019-08-20 14:38:00,2019-08-20 14:38:00,2,1,1,n/a (cyrillic charactersy) / s.o. (caractères cyrilliques),microbiological (pathogenic) clostridium botulinum,Class I,0
13132,2019-08-18 08:57:00,2019-08-18 08:57:00,1,1,1,rosemount,microbiological (pathogenic) listeria,Class II,0
13133,2019-08-15 10:00:00,2019-08-15 10:00:00,1,1,1,president's choice / le choix du président,microbiological (other),Class III,0
13144,2019-08-13 20:53:00,2019-08-13 20:53:00,1,1,1,n/a (cyrillic charactersy) / s.o. (caractères cyrilliques),microbiological (pathogenic) clostridium botulinum,Class I,0
13148,2019-08-09 17:04:00,2019-08-09 17:04:00,2,2,1,west of the 5th,microbiological (quality) yeasts,Class III,0
13126,2019-07-29 17:45:00,2019-07-29 17:45:00,2,2,1,ryki,microbiological (pathogenic) listeria,Class I,0
13058,2019-07-25 19:11:00,2019-07-25 19:11:00,1,1,1,western family,microbiological (pathogenic) listeria,Class II,0
13179,2019-07-25 15:15:00,2019-07-25 15:15:00,3,3,1,celebrate,microbiological (pathogenic) salmonella,Class I,0
13119,2019-07-23 17:57:00,2019-07-23 17:57:00,1,1,1,ryki,microbiological (pathogenic) listeria,Class I,0
13118,2019-07-23 15:02:00,2019-07-23 15:02:00,1,1,1,gaia garden herbal dispensary,microbiological (pathogenic) salmonella,Class II,0
13103,2019-07-16 12:00:00,2019-07-16 12:00:00,9,8,4,"la terre des bisons, natural frontier foods, northfork canadian bison ranch, sensations",microbiological (pathogenic) e.coli,Class I,0
13081,2019-07-09 15:59:00,2019-07-09 15:59:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
13072,2019-07-05 12:00:00,2019-07-05 12:00:00,1,1,1,jongilpoom,microbiological (pathogenic) listeria,Class III,0
13066,2019-07-02 20:35:00,2019-07-02 20:35:00,1,1,1,dongé,microbiological (pathogenic) listeria,Class I,0
13063,2019-07-02 10:00:00,2019-07-02 10:00:00,3,3,1,salish sea foods lp,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
13055,2019-06-21 14:08:00,2019-06-21 14:08:00,1,1,1,france délices,microbiological (other),Class III,0
13046,2019-06-19 14:28:00,2019-06-19 14:28:00,1,1,1,gelsius,microbiological (other),Class III,0
13034,2019-06-04 10:08:00,2019-06-04 10:08:00,1,1,1,france délices,microbiological (other),Class II,0
13022,2019-06-03 17:21:00,2019-06-03 17:21:00,1,1,1,mychopchop,microbiological (pathogenic) salmonella,Class II,0
13021,2019-06-02 11:08:00,2019-06-02 11:08:00,1,1,1,gelsius,microbiological (other),Class II,0
12976,2019-05-23 13:44:00,2019-05-23 13:44:00,1,1,1,compliments,microbiological (pathogenic) salmonella,Class I,0
12977,2019-05-21 16:12:00,2019-05-21 16:12:00,2,2,2,"pousses & cie, pousses et cie",microbiological (pathogenic) listeria,Class I,0
13006,2019-05-17 09:35:00,2019-05-17 09:35:00,1,1,1,dom reserve,microbiological (pathogenic) listeria,Class I,0
12998,2019-05-14 18:28:00,2019-05-14 18:28:00,1,1,1,dom reserve,microbiological (pathogenic) listeria,Class I,0
